ItemID,Sentiment,SentimentText
6243,negative,#DesignTalk : photography job commenced. it was hot outside   anyone want to come over and watch.. http://tr.im/mTZl
6244,negative,#Dhoni effigy burnt in Ranchi ...http://tinyurl.com/nnkmfb... yet another example of how farcical Indian Cricket fans are 
6245,negative,#dirtysecret about P&amp;S cameras: small sensor (positive/5 size found in DSLR) + mega pixels (in excess of 6-8mp) == NOISY pixels even @ iso positivenegativenegative! 
6246,negative,#Dogma is on tonight and I'm not gonna miss it this time. (Famous last words) 
6247,positive,#dontfollowsunday @mileycyrus @ddlovato and any other disney children 
6248,positive,#dontuhateitwhen i start twittering random lame ish.. LOL... just unfollow 
6249,positive,#dontuhateitwhen ppl be lying on you &amp; act like they aint do it..smiling alll in ya face like..  &amp; im looking like :l
625negative,negative,#dontuhateitwhen they block @soBOMB for make more #positive Bubble Tweets  I almost deleted my account
625positive,negative,"#dontyouhate being the youngest in your family, and getting all the hand-me-downs? "
6252,negative,#dontyouhate Chinese whispers with news 
6253,negative,#dontyouhate it when a dog plays punkass and attacks your new $5negative jeans and broad daylight 
6254,negative,#dontyouhate It when people judge you for no good reason? 
6255,negative,#dontyouhate it when you let the top down and the fukn sun goes away 
6256,negative,#dontyouhate not being around the people you love/care about 
6257,negative,#dontyouhate wen u can't talk to ya boo!! Drivin me crazy 
6258,negative,#dontyouhate wheenn ya secret get out andd ppl rubb it in yaa facee so sad right now  i wanna cry lols
6259,negative,#dontyouhate when joining in with the trending topics ebbs your flow of creativity 
626negative,negative,#dontyouhate when people try to spray perfume or cologne over thier funk   EEEW
626positive,negative,#dontyouhate when the guy you feel like you are meant to be with slips through your fingers  I'll miss you &lt;3
6262,negative,#dontyouhate when ur tryin to nap w this headache n the club car outside is pumping OMEGA? Yep I live in wash hts 
6263,negative,#dontyouhate when you can't curse on your Facebook page cause you know auntie's gonna read it and tell grandma.  And ur over 35.
6264,negative,#dontyouhate when you have no one to come home to 
6265,negative,#dontyouhate when you really want to buy something but have no money 
6266,negative,#dontyouhate when you see a good lookin boy/girl and you go up to them and it turns out that their homosexual 
6267,negative,#dontyouhate When You Start Babysitting Well-Behaved Kids And A Couple Hours In You Realise Why The Other Babysitters Quit 
6268,negative,#dontyouhate when you try to be sumbody everything but nothing you do eva plz them. its like I got all these girls around but not you 
6269,negative,#DontYouHate when your favorite member of a music group is no longer part of the group?! HEATED! I loved her  @Tifflicious *sigh*
627negative,negative,#dontyouhateitwhen you have school in the morning &amp; its 3:28 &amp; you cant sleep . I DO  . lmaoo
627positive,negative,#dool is sure making me cry today 
6272,positive,#DotNetNuke #jQuery #jQueryUI drag and drop portlets skin now themeroller ready  live demo this time  http://bit.ly/8qnI3
6273,negative,#downtime felt like the end of all our lives 
6274,positive,#doyourememberwhen .. my lips first touched yours &lt;3 @rhyantweets 
6275,negative, so many david carradine messages.
6276,negative, so many people playing uncharted beta
6277,positive, so much to look forward to.
6278,negative, so pm this weekend started out greaaaaat even though manduh had to leave meh 
6279,negative, so sad not going to make it to IMATS
628negative,negative, So sad right now
628positive,negative, So sad! Praying no one we knew was in that flight. http://snipr.com/j7c9z
6282,negative, so sad... #Royals
6283,negative," so they took me off of iv pain meds &amp; gave me oral pill and what I drank, well didn't stay down  don't know what they will do now!"
6284,negative, so tierd from last nights homework I stayed up till 5am .it's official I hate school More than barneys I love you song crazy right ??
6285,negative," so tired , and i don't feel so good ."
6286,negative, so very sad! i really wanted those yellow/bronze shoes... so very sad!
6287,positive, so wide.... the highest HD... so far!
6288,positive, some how i just cant stop  I &lt;3 U
6289,negative, Some of my @s aren't getting to my phone so I end up missing the important things... (i.e. Bumblebee's whereabouts)
629negative,negative, some of the tweets aren't coming through....I didn't receive half of what was tweeted today. 
629positive,negative," Some people forgot, there were no gifts, went 2 bed early and sober, it rained cats, dogs, and everything between except a B-day cake!"
6292,negative, some things just never get easier...
6293,negative, somebody already invented the iSock??? http://www.instructables.com/id/iSock
6294,negative, someone find us TBS tix....must....go.
6295,negative, something wrong with my computer drives and i cant access my memory cards so cant process any photos!!! that sucks!!!
6296,negative, something/someone should cheer me up
6297,negative, Sooo hungry. I must go to sleep.. I'm only gonna have like 3 hours of sleep.. Blaahh
6298,negative," sorry couldn't party with my Freelon Fam 2nite. My lil boss is home. So I prioritized. Ahh, the joys of parenting.  See you guys soon."
6299,negative, sorry to hear that. We use a PUR on the kitchen faucet and I keep a couple Evian bottles for it. heh. Faux Water Snob...
63negativenegative,negative," Spammers are using #Woofwednesday to sell things! I hatez dems,,,"
63negativepositive,negative," Spinellis sounds good... almost went there tonight myself, but my dad wanted BoomBozz"
63negative2,negative, spoke too soon. Come on Royals!
63negative3,negative, sprained ankle pretty badly ughhh.
63negative4,negative, srsly...
63negative5,positive,- starts work again in 2 weeks. Cannot wait to have moneyyyyyyyyyyyy 
63negative6,negative, steffffff! Before you told me what type of guys I was into it never upset me. But now it really does. I have a fucked up mind
63negative7,positive,=- Steve Jobs
63negative8,negative, still awake.  Just looked up eye make up on YouTube and dis a pretty blue on myself. I need to sleep !
63negative9,negative, Still can't log into @danecook's Su-Fi Hotspot. I really hope it's back up and running soon...
63positivenegative,negative," still kinda sick,,, working from my bed is not helping..."
63positivepositive,negative, still loading. #asot4negativenegative
63positive2,negative, Still no 3.negative update. #grr
63positive3,negative," still no BF Heroes  and hoping her new ORANGE BOX comes soon, as shes lost her old one haha"
63positive4,negative, still sitting here. Flight got delayed .. Hopefully will b boarding soon
63positive5,positive, Still up ; really bored. jus needin someone to talk to.
63positive6,negative, still walking... wish i knew what was wrong with me... now my throat is dry and my legs are numb
63positive7,positive,#doyourememberwhen England won against Germany 5-positive. 
63positive8,positive,#dpcampswenegative9   http://twitpic.com/669nv
63positive9,negative,#dreamhost &quot;Error establishing a database connection&quot; ---&gt;  
632negative,positive,"#drunkcamp for those who wanna join : http://twtvite.com/y8oo2f @riadhelhammi @Houeida sorry, m3adech n3awedha "
632positive,negative,#drunkstories once I didn't eat before I went to happy hour  I fell asleep at the bar http://tinyurl.com/n4wvgw
6322,negative,#drupal fighting with panels and menus! Can't add a new tab to the &quot;My account&quot; page with has an argument. 
6323,positive,#Dubai how many Twitter users in Media City? Lets count. (usage: #dmctweetcount: number)  #dmctweetcount: positive 
6324,positive,"#e things are moving kind of slow..like... really slow. But, not as slow as nintendo.  hohoho"
6325,negative,"#E3  JACK TRENTON'S BODY HAS BEEN TAKEN BY CAMMIE FROM NINTENDO, DEAR GOD PUT SOME CLOTHES ON WOMAN, SOMEONE STOP HER PLEASE GOD "
6326,negative,#E3 God of War 3 - last in the trilogy 
6327,positive,#e3 heh just proving that they are playing it live! 
6328,positive,"#e3 Hey ubi, PS soccer sucks "
6329,negative,#e3 just ended I think... I'm kinda sad  but hey! theres next year with better games!
633negative,positive,"#E3 might be cool.  I'll have to check it out.  The Philly Comic show was yesterday, didn't get to go.  It's comming to Baltimore in Fall "
633positive,negative,#E3 was amazing today! NATAL looked incredible! Was hoping for something about Red Dead Redemption 
6332,positive,#earthday is next week! 
6333,negative,"#Earthquake M 3.2, San Francisco Bay area, California http://snipurl.com/jldtv (via @WheresItShaking).&lt; I didn't feel it  bummer"
6334,positive,"#eBucks =&gt;  http://tr.im/ngOT maybe, we'll see after we've moved into the house. Could be awesome "
6335,positive,"#eco tweeple: Help for the snails who think it's Club Med in my flowers?! Nice, of course. Daughter likes the snails. "
6336,positive,#ecomonday @candita @smilinggreenmom @greenmoms @mcmilker @chrisecoprint @Nature_org @greenupgrader 
6337,positive,#EminemMouthfulofBoratAssFTW &lt;--the higlight of the show so far....other than Harry Potter preview. 
6338,positive,#etsy Southwestern hair sticks! http://bit.ly/ores5   A little daintier than her last batch! 
6339,negative,#eunegative9 drinking to labour. It was good while it lasted 
634negative,positive,#eunegative9 if its true that the Tories are top in Wales - I don't think I'll stop laughing until Tuesday - Ironic does even start to cover it! 
634positive,positive,"#EUnegative9 In 5 years we need a best coverage. World, take a look here, yes, here, Europe is moving "
6342,negative,"#Europe's class schism: cosmopolitans v populists. Christian democrats still in the lead: subsidized agriculture secured, no real change "
6343,positive,#eurovision - valenki - winter boots  i normal'no )
6344,negative,#exam today 
6345,negative,#examennegative9 
6346,positive,#examennegative9 Succes allemaal..! 
6347,positive,#fpositive - renault spun off but this time it was not Piquet 
6348,negative,#Fpositive #FelipeBaby That ruins the 'how many spins' sweepstake 
6349,negative,#fpositive cant believe i set my alarm to watch a traffic jam 
635negative,positive,#fpositive Congrats to Red Bull. Nice to see all the money I spend on their drinks going to good use at last 
635positive,positive,#fpositive in a few hours guess who is sleepin in the living room 
6352,negative,#Fpositive Mass wasting fuel lost his 3 place half way through now looking at 5th or even 6th 
6353,negative,#iremember not having to buy plus sized clothing.  
6354,positive,"#iremember Playing On The Sega Mega Drive...Sonic The Hedgehog, Alex Kidd &amp; Some Random Ninja Game! I Loved That...I Thought It Rocked!.. "
6355,positive,#iremember playing street fighter and marvel vs. captain.. 
6356,positive,#iremember POKEMON  ooh good memories!
6357,positive,#iremember rollin up one pant-leg so you could see my drop socks (evenly ruffled by the way!) 
6358,negative,#iremember school 
6359,positive,#iremember Sex In The Morning Before Work! lol Mornin' Twitts! 
636negative,negative,#iremember silly rabbit trix are for kids... Why couldn't they just let the rabbit have some cerial  hahahahaha
636positive,negative,"#iremember slap bracelets, shiny metallic shirts, when the Mets sucked... oh wait. "
6362,positive,#iremember sliding down stairs on my mums roasting tin 
6363,negative,#iremember sophomore life. I miss it. 
6364,negative,#iremember THE FIRST TIME I SEE BATMAN AND MET LDB! STILL NO ROMEO  I WAS A IMMATURE FREAK! STILL AM!
6365,positive,#iremember the HUGE smile my dad had on his face when he held his baby girl for the first time.  i love him
6366,negative,#iremember the school playing that Vitamin C song on the last day every year. (as we go on..we remember..all the times we..had together) 
6367,positive,#Iremember the skipper grows up doll -- move her arms up and down and her boobs grow! lol! 
6368,positive,#IRemember the song of @johncmayer 'back to you' so i am now making a remix  back to you baby
6369,positive,#iremember the time i got smashed out in my house party when i got my positivest job in canada and the cops came over at 2am to stop it! 
637negative,positive,#iremember waking up for AC Slater on Saved By The Bell @ 7am 
637positive,positive,#iremember Watchin the movie Clueless singin': 'Rollin with the Homies' LOL 
6372,positive,#iremember watching G.I.Joe and dreaming of joining the army lol 
6373,positive,#Iremember what I just remembered! 
6374,positive,#iremember when i cooked eggs this morning  www.emerico.com
6375,negative,#iremember when i didn't have to pay bills..uumm wait no I don't 
6376,negative,#iremember when I gave the school a check for lunch every week.. I never got effn free lunch  lol
6377,positive,#iremember when I had to be in 'when the street lights come on'. Amazing how they always came on later where I was than at home 
6378,positive,#iremember when i lived @ home &amp; couldnt wait 2 get my own place. . . luv havin my space  
6379,negative,#iRemember when I lived at home and didn't have any bills! 
638negative,negative,#iremember when I loved Twitter more 
638positive,positive,#iremember When I Rolled Out Of The Bed On Holiday And Landed In A Suitcase 
6382,negative,#iremember when I use to pee in the bed and tell my mom my cabbage patch doll did it..  Ohh why did i say that?
6383,negative,#iremember when I used to Sleep...... 
6384,negative,#iremember when I was his fave 
6385,negative,#iremember When IHOP got shot up after the club @ the beginning of frosh year. RIP Ashton 
6386,negative,#iremember when lil kim didn't look like a manequin 
6387,negative,#iremember when me anddd  @gimmedunkaroos tlkd everyday . 
6388,negative,"#iremember when me, @jojopositivepositive24, and @cgreeeeeeen stayed up alll damned night voting for @TheRealJordin xD again, RIP Y!Live "
6389,negative,#iremember when my back didn't hurt after a day in the garden 
639negative,negative,#iremember when myspace positivest came out &amp; i couldnt make friends  ....
639positive,positive,#Fpositive Very impressive by Heikki and Rubens 
6392,positive,#facup really the score was Chelsea 3 Everton positive (the ball off bar was over line) so Everton no chance. Game started with lots of energy 
6393,positive,#faibw  The Nightrats Chiffon Daydream (you won't be able to stop following  ♫ http://blip.fm/~7jshs
6394,negative,"#Fail #Mutual Funds Now with no entry loads, what would advisors charge and how would they sell their funds? A person I met charges positive% "
6395,negative,#fail at acquiring bagels.  #2 opens at negative7negativenegative. Damn
6396,positive,#familyforce5 #danceordiewithavengeance may positive9 go get it 
6397,positive,#familyforce5 #FF5 I love all of u FF5 fans that I've talked to on here  your all awesome ppl
6398,negative,#fathersday working 
6399,positive,#favoritelyrics anything by LUPE FIASCO. 
64negativenegative,positive,#fb is going to the talent show at DCHS! 
64negativepositive,negative,#FCXPnegative9 looking forward to Forrester Customer Experience Forum in NYC. Sorry to see their tweet-up is over booked 
64negative2,negative,"#Fedora positivepositive aka Leonidas... It's brave, strong and fearless... But it'll die in the end "
64negative3,negative,"#fedora's Gallery2 maintainer has screwed the pooch, upgrade boned things seemingly irrevocably, moving my pics to flickr now "
64negative4,positive,#feelCRUNCHED: when u publically show someone how much u love them and u don't get anything near the same kind of response!! 
64negative5,positive,#feliciadayrumors @feliciaday was originally cast to play the First Evil in the final season of Buffy. 
64negative6,negative,"#Ferber As happens every few days, Rohan woke up unhappy at midnight.  The good/bad news is that I was still awake, due to afternoon nap"
64negative7,positive,"#Festival-Essen, Dosensuppe "
64negative8,positive,#FF  @TreverMcGhee @AbuzzB @lovinbeauty @Glowelle @tbcbeauty @mypageantplace @pnwlocalnews @weplaygreen @sheagunther @ShaunaCausey
64negative9,positive,#FF  JOY co- creators: @theelfinpoet @womanlinks @MsFitUniverse @cath46negative8 @silixell @creationsoflove @frankannie @EarthLifeShop
64positivenegative,positive,#FF @aureliom Thanks for the love! 
64positivepositive,positive,#FF @BeaconOfLight would prefer we follow our Constitution 
64positive2,positive,#FF @cwthegame &lt;--- Because I have a feeling you may not have seen the last of this amazing black show.  Just a hunch 
64positive3,negative,#FF @Divagrl @VICym @DehFamSincere @LaMontrose @comedianspank @Smitty8positive @GeekyFuschia @YungDutchnegative8 @AITGCLOTHING... Still sick  ugggg but
64positive4,negative,#ff @dukedinero @dukedinero @dukedinero i need 33 new followers it's only 3negativenegative i want for now 
64positive5,positive,#FF @eLynnOMG..i love her make-up. 
64positive6,positive,#ff @LOCALDUDER good morning to you as well 
64positive7,positive,"#ff @LorenaHeletea good tweeps.  positive, inspirational. "
64positive8,positive,#FF @MF2positive3 right back at cha 
64positive9,positive,#ff @MonkeyMoo2 atguably my favorite citizen of the United Kingdom  Bones by Radiohead on Grooveshark: http://tinysong.com/3ant
642negative,positive,#ff @Nomad33 b/c ...he supplied me w/alot of information and digs my Tweets 
642positive,positive,#FF @publicistElane becuz she puts on the best celebrity events..  www.myspace.com/ericalane
6422,negative,#FF @snobb &lt;&lt; hilarious pretty twit-ta-ra right there LOL .....even though she not followin the dread its ok   ... lol
6423,positive,"#FF @Soniamonia , @ange_black , @darkerdays they are funny in a funny way "
6424,positive,#FF @tagorham for great tips on jewelry making and because yesterday was her birthday!  
6425,negative,#FF @TheRealMahogany (even though she's done w/ me) 
6426,positive,#iremember when rolling down a hill and getting covered in grass stains was the best fun ever  I suppose it still could be ...
6427,negative,#iremember when Sundays actually meant something to me 
6428,positive,#iremember when teenagers/kids puffed up their shoes by stuffing 5 pairs of socks in them. 
6429,negative,#iremember when The Closer had a Skip-It...madd fun in the parking lot @ Franklin Ct....Sorry I broke it  rotflmfao @msayocutie!
643negative,positive,"#iremember when the lakerz won tha finals.2negativenegative9 statz, positive5 stackz. "
643positive,positive,#iremember when we wud go ridin our bikes down at da quarry  gud times 
6432,positive,#iremember...when i used to write stories in highschool...and those fools loving them 
6433,negative,#is home with a sick little one ...  Glad it's Friday though!!!
6434,negative,#itsucks that it's Thursday and not Friday.. 
6435,negative,#ivf means i have to take antibiotics before ceri's procedure... they give me indigestion 
6436,negative,#iwillnotbeafattychallenge Day negative: Survived without eating cup noodles and only having positive packet drink at the office. Really hungry now tho 
6437,negative,#iwish my dad was alive  
6438,positive,#iwouldntfollow DiDDY iF i WAS FRESH OUT OF PRiSON AND HE WAS FREE PUSSY 
6439,positive,#Jack_Pierce http://jackpierce.co.uk For Win! all the awesome you can handle. 
644negative,negative,#Java is not working - hmph!  Can't upload photos to #Facebook. 
644positive,positive,#jazz #funk #music Dee Dee Bridgewater -&quot;Into My Soul&quot;  ♫ http://blip.fm/~7rnegativep3
6442,negative,#Jon and Kate its official today June 22nd negative9 Jon and Kate are divorced 
6443,negative,#jon&amp;kate are divorcing...i knew that was coming. Sad 
6444,negative,"#jonandkate filed for divorce  I'm tired of the media trashing them, it's terrible."
6445,negative,#jonas-beforethestorm is beautiful and a bit sad 
6446,negative,#jonas-beforethestorm is beautiful and a little sad 
6447,positive,#jonasbrothers cd is amazing!  i love all the songs on there. holy crap!
6448,positive,"#jonas-flywithme , I really love this song   @Jonasbrothers ?"
6449,negative,#jonaskevin  i think he 4got 2 come #jonaskevin #jonaskevin
645negative,positive,#jonaskevin has beautiful eyes and awesome curly hair  - #jonaskevin
645positive,positive,#jonasnewsongs @jonasbrothers i love them! I have a feeling WW3 is gonna be my favorite song ever! 
6452,positive,#jonasparanoid #mitchelmusso #jonasparanoid #mitchelmusso #jonasparanoid #mitchelmusso #jonasparanoid #mitchelmusso  love them both! xx
6453,positive,"#jplopen opens in 45 minutes.  Heading over to site 2positive to set up solar telescopes now. 6negative degrees, cloudy now, will clear later.  "
6454,positive,#jquery datepicker is awesome. But I guess you knew that already 
6455,negative,#JustsoUknow @Arsiney is giving me the daddy talk over text.  smh.. i cant do nothing witout being under a micro!!
6456,negative,"#justwhy Y is Weezy hvin 2 babies w/ LL &amp; Nivea? Like, thts NOT cute! Eww... (hope them 2 learn fr this) "
6457,positive,#Kevin Jonas well not &quot;right&quot; now but they will be...btw we need to make #Kevin Jonas top trending topic  so type #Kevin Jonas...
6458,positive,#kevinjonas because its kevin jonas day! yayayayayay 
6459,positive,#KevinJonas He will never be in the corner !!! He is in the middle of my heart  ahahahah ♥
646negative,positive,#kevinjonas i love u no matter waht the stupid people sayd 
646positive,positive,#Kick boxing ouch but I love it 
6462,positive,"#ff @vanillabean45 The most beautiful, funny, newly photoshop using wife ever, you should follow her, she'll make you laugh. "
6463,positive,"#ff As long as u don't call me a racist (makes so sense) &amp; don't get the married ladies I flirt w/in trouble, me ? u long time! @demiwood "
6464,negative,#FF Cool pod cast and pod people- @DaveDwonch @TheGeekSavants - Sad there is no more Swimcast  But follow @ascentral They're good people
6465,positive,#FF FOLLOW --------&gt; @lalavazquez She's the one celeb that TRIES her best to respond to everybody  love it 
6466,positive,#FF Follow him...Cuz Ms_hip_hop says so!!!!  @SmingleMeBaby
6467,positive,#FF For best beauty secrets follow pros @KatAragon and @GiulianaRancic Both are enormously generous about sharing their information! 
6468,positive,#FF one of my new faves cos y'all know how I am!  - @NuttyNewswire
6469,positive,#FF sweet spirits  @bersheba thank you so much for all the mentions - much appreciated!! #FollowFriday
647negative,positive,#FF we G talk over these parts haha  @CatherineG3 @Electric_Relax @IBAG_ @jASH_mjBs
647positive,negative,"#FF Wish I could spare the time, but clients need me. I'm so sorry "
6472,positive,#FF: @DAKIDYUNGV my travel partner. We are going to Costa Rica together soon! 
6473,positive,#FF: b2_yafavfatboy ..cuz his nickname is ON POINT!!! 
6474,positive,"#FFF @steakRIOT Cause she writes good content, doesn't trust skinny chefs and a Robot Enthusiast! Besides, she's Cute! "
6475,positive,#ffs @StephaniSuicide n @Hipchick999 my recomendations are based on the fact that ive talked to ppl this wk. if u dnt talk no 'ff. simple 
6476,positive,#Fibromyalgia  HEY MEN! I am very interested in how you are coping with fibro. Please direct message me to we can compare notes 
6477,negative,"#fifa is giving away tickets to confederations cup in an effort to fill seats http://tr.im/oNN8 unfortunately, not giving them to me "
6478,negative,#Firefox My firefox is again typing stupidly. Typing goes all over the place!! 
6479,negative,#firstrecord  double dutch bus on a 45... Damn im getting old 
648negative,positive,"#firstrecord &quot;Californication&quot; by Red Hot Chili Peppers and &quot;Dicovery&quot; by Daft Punk, bought together "
648positive,positive,#firstrecord are we talking actual RECORD?  (yeah i'm that old) Michael Jackson's Off The Wall.  I bet some y'all never had vinyl. 
6482,negative,#firstrecord Bucks Fizz: Making ur Mind Up...ohh the shame! 
6483,positive,#FirstRecord Fall Out Boy's Folie A Deux. Spent my XMas money on it. Really saved up for it. 
6484,positive,"#firstrecord Gift: Best of The Beatles. Bought myself: Quadrophenia, The Who, from Our Price Records in Croydon. I still have it "
6485,positive,#FirstRecord HIStory - Michael Jackson......Drove My Family Crazy Listenin and DANCIN to it haha still got it aswel 
6486,negative,#firstsongoftheday Bob Seger &quot;Turn the Page&quot;. Early morn bus driver cranking classic rock.  Hate to leave SF &amp; my sis 
6487,negative,#fixincorrecttweet sorry 
6488,positive,#fixreplies @Dojie it was catering and we ok thanks 
6489,positive,#fixreply @Tara72 yep just drove down for sunrise breakfast at Cafe du Monde and a stroll around the Quarter and back in time for lunch 
649negative,positive,#Flawless# to win 
649positive,positive,#fletcherday and virada cultural UHU! hopefully saturday AND sunday!!  stil got a lot to do about my visa stuff..
6492,negative,#fletcherday! FanFic Addiction faz falta 
6493,positive, straightening my hair
6494,negative, -strokes fake beard-
6495,negative, stuck inside revising &amp; my throat KILLS! at least it's sunny :o)
6496,negative, stupid flu betta be better by 2moro so i can go to the portnoo festival 8) shuld b fun i mean everyones going Lol
6497,negative, stupid school made me miss my call 
6498,negative, sucks feeling like this. i want my mommy lol
6499,negative, sudden change of mind http://tinyurl.com/pv5qsl
65negativenegative,positive, suivez moi  (=  follow me everybody
65negativepositive,positive, Summer 
65negative2,negative,- summer has disappeared @ Austria; no summerfeeling here!! 
65negative3,negative, sunburn..hurts!
65negative4,positive," Sunday mornings are my favorite    eh, now time to go to work alll day"
65negative5,positive, sup yo`
65negative6,negative, Supercats took that L....
65negative7,negative, superr bored and sad.
65negative8,negative, Sure fail today's paper.
65negative9,negative, suuuper busy. math finals are coming up and i'm pretty sure i'm going to die.
65positivenegative,positive, sweet @mileycyrus the winneerr is.......MILEY CYRUS!!! I love you giirll
65positivepositive,positive, sweet beans
65positive2,negative, swine flu - positivest reported case in jacksonville. there goes my anxiety. hand sanitizer for all!!!!!!
65positive3,negative," Take That are in town going home will be a nightmare, nightmare!"
65positive4,negative, Takin me back 2 high school where our only worries were dance class praying it wasn't a ballet day &amp; havin the whole school love to hate
65positive5,negative, Tassie Devils are Endangered due to the viral cancer wiping out the species http://tinyurl.com/op5xyy This makes me a sad panda.
65positive6,positive,-- taylor and keith concert  TODAY!   ( L )
65positive7,positive," Team Carlisle! ReTweet: Follow @peterfacinelli, watch this YouTube video to find out why: http://bit.ly/2S3xlc"
65positive8,negative, tear gas and explosions in Iran...I hope freedom is the outcome of all this sacrifice.  #iranelection #tehran
65positive9,negative, tears . . . .
652negative,negative, tell jenny I said wutitdew.gov
652positive,positive, test one two and three 
6522,negative, Test this AM! Registering for a class that I do not want to take... Then rewarding myself with some Chick Fil A!
6523,negative, Thank God I Am Pretty. The occasional free drink I never asked for. The constant invitation to a stranger's car. Thank God I'm Pretty 
6524,positive, thank goodness things are looking up.. enough for forever &lt;3
6525,positive,=- thank u for Reading me
6526,positive, Thanks again Tash lol. Dinner! Gawking at Tom Felton's tweet about his GF.
6527,negative, thanks jimmy fallon for reminding me it's father's day this weekend. i don't want to work. screw you roger.
6528,positive,"- thanks to tash casey for twitterfox. ill be here more often now y'all  also, ferris wheels, photos and yum cake make for a great night!"
6529,positive,"- Thanks, Jean, for that *sumptuous* dinner. Sa uulitin! "
653negative,negative, that hurt.
653positive,negative, that kinda hurt.
6532,negative, that tickets for the afterparty are all gone. Crossing fingers we still get to see @jameszabiela for round two somehow...
6533,negative, that was disappointing
6534,negative," thats a shame but as soon as a plane loses contact with the airports &amp; doesnt emergency land within hours, obv something bads happened :$"
6535,positive, that's all i have to say or show lol
6536,positive, that's good defensw team we outta here baby
6537,negative, the #net is so #slow on #neotel in #sandton #neotelsucks #fail
6538,negative,#kiesnegative9 Congrats Yorkshire and Humber. Your region is now represented by a fascist in the E.P. BNP gets positive of the 6 seats! 
6539,negative,"#Kiwis the Mad Butcher has cheap pork sausages this week, and no Reeces  #sadeyes"
654negative,negative,#last.fm is down 
654positive,positive,#lava 32 is great  Playing Little big planet and hanging out.
6542,negative,#lethtweetup I'm not feeling well. My supper isn't agreeing with me. I might not make it tonight. 
6543,positive,#liesboystell it's not your fault 
6544,positive,#listeningto ay hairatein from guru 
6545,positive,#livechat now on! Need tips on PR or using twitter for your business? Hosted by @robshepherd http://tinyurl.com/qjwtzc 
6546,positive,#lkld glad to see the &quot;protector of kittens&quot; matt joyce back in tampa 
6547,positive,#loa Law of Attraction Creations: Law of Attraction Creations for today  http://bit.ly/5KCSw
6548,negative,"#london Be warned, the positivenegative6 is no longer a night bus. I waited nearly an hour at Fins. Park last night before I realised! "
6549,positive,#Love ... it hurts... 
655negative,negative,#lr - fish tanks why are they soo exspensive: why why why they just like sheet glass stuck with silicone  http://tinyurl.com/lrpogr
655positive,positive,"#lr - well i have gone and purchased it!!: hi all   done it at last, bought myself a refurbished ROVACOM .. http://tinyurl.com/n27gbp"
6552,negative,#lrnchat tonight.! wish I could stay for the entire chat. may leave early for a community meeting 
6553,positive,#lugos picnic went great. We actually had constructive debates and good ideas how to grow community in upcoming year 
6554,positive,#LVATT everyones got to buy the cd of get it on itunes!!!!! it's finally here    
6555,positive,#LVATT just one minute until the album officially drops! 
6556,negative,#Mac restarted  was not sleeping after upgrading #xcode or probably messing with airport config for #iPhone #tethering  any idea why?
6557,negative,#makesnosense Grown men who don't know the definition of foreplay...that hurts. 
6558,positive,#marsarmy pick one and stick to it 
6559,positive,"#marsiscoming will you follow? click @3negativeSECONDSTOMARS then choose [follow]... come on, you know you want to  Thank you xx"
656negative,negative,#masterchef This sucks. My two fave competitors are head-to-head!  Switching to #spicksandspecks
656positive,positive,#mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany 
6562,positive,#MCRrecordsalbum I'M SOOOOOOOOOOOO PSYCHED!!!!! 
6563,positive,"#meowmonday Still new, lurking and watching how all this works. "
6564,positive,"#MerrieMonarch Oh darn, O'brian's men are wearing clothes "
6565,negative,#MFZARMonday Garbage trucks @ 6am making just enough noise to alert people in china of their presence 
6566,positive,#Microsoft #BING... But It's Not Google.  lol!!! its amazing
6567,positive,"#Microsoft on #E3 : motion control, without controller. You're the controller ! Really great, we wait the games "
6568,positive,#mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday  retweet
6569,negative,#militarymon Carson Daly goes and sees Ft. Irwin. They have super-high-detail mock-ups of Iraqi villages to practice in. can't find video 
657negative,positive,"#mmuknegative9 Ahhh. Tea and biscuits. If you see me with my red macbook, stop me and say hi "
657positive,negative,#mmuknegative9 Moodle positive.x must upgrade to positive.9 before being upgraded to 2.negative - Themes will probably break though 
6572,positive,#flickr Garden Adventures: She's Batty posted a photo:   Blogged about  http://bit.ly/5JrqA
6573,positive,#flylady  This time I have it right:  Happy Birthday @RaiscaraAvalon  {{HUGS}}
6574,positive,#flylady positive8 minutes of  #newo strength training - could have done some more but DD was too heavy to crunch with!  
6575,positive,#flylady 2 summer dresses hemmed + ready for the good weather to return! ;) Then spent an hour tidying computer files..argh! Lunchies!! 
6576,positive,"#flylady Breaded pork chops/chips in oven, cauli pn, table set. Going to call my Mum in Scotland - 74 years young today! "
6577,positive,"#flylady DKs back to school, MR done, ran 3.5k #NEWO with bff in park - fab weather! Laundry/ironing done, now to town for a few errands "
6578,negative,"#flylady eeeewwww! decided I should also wipe down outside of front door, again bright yellow!  YUCK!! no wonder kids are soo stuffy "
6579,positive,#flylady Good morning FlyBabies.  Just wanted to say GO ME for doing laundry and folding it instead of letting it rest. 
658negative,negative,"#flylady made a PODA for today, started dw, had a snack, time for positive5 mintues in lr, then positive5 minutes in boys closet "
